date,appointments_x,unique_patients,unique_doctors,avg_complexity,doctor_load,estimated_wait_minutes,day_of_week_x,appointments_y,booked_doctors,scheduled_doctors,available_doctors,on_leave_doctors,total_doctors,workload_score_x,doctor_utilization_rate,day_of_week_y,appointments,workload_score_y,scheduled_nurses,assigned_nurses,available_nurses,on_leave_nurses,total_nurses,nurse_utilization_rate,total_beds,occupied_beds,available_beds,reserved_beds,bed_occupancy_rate
2021-05-18,21,21,8,1.4428571428571428,2.62,51.7,Tuesday,21,6,11,10,1,22,28.0,0.545,Tuesday,21,33.1,21,21,0,4,34,1.0,48,34,14,3,0.708
2021-05-19,22,22,9,1.3454545454545455,2.44,48.6,Wednesday,22,6,10,8,0,22,31.3,0.6,Wednesday,22,33.0,22,22,0,3,34,1.0,48,32,16,2,0.667
2021-05-20,16,16,7,1.24375,2.29,54.8,Thursday,16,4,9,8,2,22,24.0,0.444,Thursday,16,26.0,18,18,0,1,34,1.0,48,30,18,4,0.625
2021-05-21,16,16,6,1.35625,2.67,55.7,Friday,16,4,9,8,0,22,21.8,0.444,Friday,16,26.9,19,15,4,4,34,0.789,48,31,17,2,0.646
2021-05-22,10,10,5,1.31,2.0,44.4,Saturday,10,3,7,7,1,22,16.5,0.429,Saturday,10,17.4,17,12,5,4,34,0.706,48,27,21,2,0.562
2021-05-23,5,5,3,1.78,1.67,42.1,Sunday,5,2,8,8,1,22,10.7,0.25,Sunday,5,7.3,16,6,10,4,34,0.375,48,32,16,2,0.667
2021-05-24,17,17,8,1.3882352941176472,2.12,44.3,Monday,17,5,9,8,1,22,29.2,0.556,Monday,17,28.5,20,17,3,2,34,0.85,48,31,17,2,0.646
2021-05-25,21,20,8,1.3952380952380952,2.62,45.1,Tuesday,21,6,11,10,1,22,28.5,0.545,Tuesday,21,29.8,20,20,0,1,34,1.0,48,32,16,2,0.667
2021-05-26,9,9,6,1.3555555555555554,1.5,43.6,Wednesday,9,3,9,9,2,22,16.4,0.333,Wednesday,9,14.0,18,13,5,1,34,0.722,48,29,19,2,0.604
2021-05-27,21,21,9,1.5809523809523807,2.33,44.5,Thursday,21,6,10,9,1,22,31.4,0.6,Thursday,21,36.0,20,20,0,3,34,1.0,48,30,18,3,0.625
2021-05-28,14,14,8,1.292857142857143,1.75,45.6,Friday,14,4,9,8,0,22,19.9,0.444,Friday,14,22.7,18,16,2,4,34,0.889,48,33,15,2,0.688
2021-05-29,9,9,4,1.4777777777777779,2.25,49.8,Saturday,9,3,7,7,2,22,12.3,0.429,Saturday,9,12.7,15,9,6,1,34,0.6,48,29,19,3,0.604
2021-05-30,3,3,2,1.3333333333333333,1.5,35.2,Sunday,3,1,8,8,2,22,3.5,0.125,Sunday,3,1.5,14,3,11,3,34,0.214,48,29,19,3,0.604
2021-05-31,25,25,10,1.3719999999999999,2.5,56.9,Monday,25,7,11,9,0,22,34.7,0.636,Monday,25,38.7,23,23,0,1,34,1.0,48,32,16,3,0.667
2021-06-01,17,17,8,1.5588235294117647,2.12,51.9,Tuesday,17,5,10,9,2,22,24.2,0.5,Tuesday,17,26.6,20,18,2,4,34,0.9,48,35,13,2,0.729
2021-06-02,13,13,8,1.4,1.62,41.0,Wednesday,13,4,11,10,1,22,19.8,0.364,Wednesday,13,21.6,19,14,5,1,34,0.737,48,29,19,3,0.604
2021-06-03,16,16,5,1.61875,3.2,52.8,Thursday,16,4,8,7,0,22,22.7,0.5,Thursday,16,26.4,20,19,1,4,34,0.95,48,30,18,3,0.625
2021-06-04,16,16,9,1.275,1.78,37.2,Friday,16,4,9,8,0,22,23.7,0.444,Friday,16,26.7,22,14,8,1,34,0.636,48,33,15,3,0.688
2021-06-05,9,9,5,1.1,1.8,43.0,Saturday,9,3,8,8,2,22,14.4,0.375,Saturday,9,14.8,16,9,7,2,34,0.562,48,26,22,2,0.542
2021-06-06,7,7,5,1.3857142857142857,1.4,43.7,Sunday,7,2,8,8,0,22,10.0,0.25,Sunday,7,12.2,14,9,5,3,34,0.643,48,30,18,2,0.625
2021-06-07,19,19,8,1.5368421052631578,2.38,50.1,Monday,19,5,10,9,1,22,26.9,0.5,Monday,19,32.4,19,19,0,4,34,1.0,48,33,15,3,0.688
2021-06-08,21,21,8,1.5095238095238095,2.62,49.5,Tuesday,21,6,10,9,2,22,30.7,0.6,Tuesday,21,34.5,20,20,0,2,34,1.0,48,32,16,3,0.667
2021-06-09,18,18,7,1.3888888888888888,2.57,45.7,Wednesday,18,5,10,9,2,22,27.5,0.5,Wednesday,18,29.3,19,18,1,4,34,0.947,48,29,19,2,0.604
2021-06-10,14,14,6,1.2857142857142858,2.33,53.9,Thursday,14,4,8,7,1,22,19.9,0.5,Thursday,14,22.4,19,13,6,1,34,0.684,48,31,17,2,0.646
2021-06-11,3,3,2,1.0999999999999999,1.5,41.0,Friday,3,1,7,7,2,22,4.9,0.143,Friday,3,5.3,17,3,14,2,34,0.176,48,29,19,3,0.604
2021-06-12,9,9,5,1.4333333333333333,1.8,41.0,Saturday,9,3,7,7,0,22,13.7,0.429,Saturday,9,14.4,19,9,10,4,34,0.474,48,29,19,2,0.604
2021-06-13,6,6,5,1.6833333333333333,1.2,39.9,Sunday,6,2,8,8,2,22,9.7,0.25,Sunday,6,9.0,17,5,12,2,34,0.294,48,29,19,3,0.604
2021-06-14,16,16,6,1.61875,2.67,59.0,Monday,16,4,8,7,0,22,23.6,0.5,Monday,16,30.8,22,17,5,3,34,0.773,48,30,18,3,0.625
2021-06-15,20,20,8,1.375,2.5,50.4,Tuesday,20,5,10,9,0,22,29.3,0.5,Tuesday,20,30.8,20,20,0,2,34,1.0,48,34,14,2,0.708
2021-06-16,21,21,8,1.4476190476190476,2.62,53.8,Wednesday,21,6,10,9,2,22,30.0,0.6,Wednesday,21,33.2,19,19,0,2,34,1.0,48,31,17,4,0.646
2021-06-17,17,17,8,1.464705882352941,2.12,53.8,Thursday,17,5,9,8,2,22,24.0,0.556,Thursday,17,25.6,21,17,4,4,34,0.81,48,31,17,2,0.646
2021-06-18,16,16,7,1.5875,2.29,55.0,Friday,16,4,10,9,2,22,25.4,0.4,Friday,16,29.5,17,17,0,3,34,1.0,48,31,17,3,0.646
2021-06-19,8,8,6,1.4,1.33,44.2,Saturday,8,2,8,8,2,22,11.5,0.25,Saturday,8,13.5,16,8,8,3,34,0.5,48,30,18,3,0.625
2021-06-20,8,8,6,1.425,1.33,41.0,Sunday,8,2,9,9,0,22,9.6,0.222,Sunday,8,15.1,17,7,10,3,34,0.412,48,28,20,2,0.583
2021-06-21,18,17,7,1.3277777777777777,2.57,53.2,Monday,18,5,9,8,1,22,28.4,0.556,Monday,18,32.6,20,19,1,4,34,0.95,48,30,18,3,0.625
2021-06-22,14,14,7,1.3071428571428572,2.0,50.5,Tuesday,14,4,9,8,2,22,19.7,0.444,Tuesday,14,23.3,18,16,2,2,34,0.889,48,31,17,3,0.646
2021-06-23,16,16,8,1.425,2.0,48.2,Wednesday,16,4,9,8,1,22,22.8,0.444,Wednesday,16,27.0,18,17,1,4,34,0.944,48,33,15,2,0.688
2021-06-24,24,24,9,1.4041666666666668,2.67,52.5,Thursday,24,6,10,8,0,22,34.3,0.6,Thursday,24,41.0,22,22,0,3,34,1.0,48,30,18,3,0.625
2021-06-25,19,19,8,1.4157894736842105,2.38,47.3,Friday,19,5,10,9,0,22,27.9,0.5,Friday,19,29.9,22,20,2,4,34,0.909,48,26,22,3,0.542
2021-06-26,14,14,9,1.5071428571428573,1.56,45.3,Saturday,14,4,9,8,2,22,21.8,0.444,Saturday,14,21.8,19,12,7,4,34,0.632,48,31,17,3,0.646
2021-06-27,7,7,4,1.1857142857142857,1.75,35.2,Sunday,7,2,8,8,2,22,9.0,0.25,Sunday,7,11.7,15,7,8,1,34,0.467,48,30,18,2,0.625
2021-06-28,21,21,9,1.5619047619047617,2.33,45.3,Monday,21,6,9,8,0,22,30.2,0.667,Monday,21,33.1,20,20,0,2,34,1.0,48,36,12,4,0.75
2021-06-29,27,27,9,1.2777777777777777,3.0,58.2,Tuesday,27,7,11,9,0,22,37.9,0.636,Tuesday,27,42.1,22,22,0,2,34,1.0,48,32,16,2,0.667
2021-06-30,24,24,9,1.4958333333333333,2.67,58.5,Wednesday,24,6,10,8,1,22,35.9,0.6,Wednesday,24,38.0,22,22,0,2,34,1.0,48,33,15,2,0.688
2021-07-01,17,17,8,1.4529411764705882,2.12,48.3,Thursday,17,5,10,9,0,22,23.1,0.5,Thursday,17,27.9,20,17,3,2,34,0.85,48,29,19,3,0.604
2021-07-02,13,13,7,1.323076923076923,1.86,47.5,Friday,13,4,9,8,2,22,20.6,0.444,Friday,13,21.2,17,15,2,1,34,0.882,48,30,18,2,0.625
2021-07-03,5,5,4,1.22,1.25,44.0,Saturday,5,2,9,9,2,22,7.5,0.222,Saturday,5,6.6,13,7,6,4,34,0.538,48,28,20,3,0.583
2021-07-04,5,5,4,1.5799999999999998,1.25,34.0,Sunday,5,2,7,7,1,22,7.6,0.286,Sunday,5,7.2,16,4,12,4,34,0.25,48,29,19,2,0.604
2021-07-05,18,18,8,1.5277777777777777,2.25,40.6,Monday,18,5,8,7,2,22,25.0,0.625,Monday,18,28.2,19,18,1,3,34,0.947,48,30,18,3,0.625
2021-07-06,17,17,8,1.3058823529411765,2.12,42.4,Tuesday,17,5,9,8,0,22,23.9,0.556,Tuesday,17,24.9,20,17,3,2,34,0.85,48,32,16,3,0.667
2021-07-07,20,20,9,1.49,2.22,44.3,Wednesday,20,5,9,8,2,22,29.0,0.556,Wednesday,20,32.2,20,20,0,4,34,1.0,48,27,21,3,0.562
2021-07-08,15,15,7,1.52,2.14,46.0,Thursday,15,4,8,7,1,22,21.9,0.5,Thursday,15,22.5,18,16,2,2,34,0.889,48,30,18,3,0.625
2021-07-09,20,20,9,1.17,2.22,59.2,Friday,20,5,10,9,1,22,30.4,0.5,Friday,20,34.9,21,21,0,2,34,1.0,48,31,17,3,0.646
2021-07-10,8,8,6,1.4125,1.33,32.6,Saturday,8,2,8,8,0,22,13.6,0.25,Saturday,8,13.2,19,9,10,4,34,0.474,48,29,19,3,0.604
2021-07-11,3,3,2,1.3,1.5,36.3,Sunday,3,1,7,7,0,22,5.8,0.143,Sunday,3,5.4,16,3,13,4,34,0.188,48,28,20,3,0.583
2021-07-12,16,16,7,1.6,2.29,55.4,Monday,16,4,9,8,0,22,22.2,0.444,Monday,16,26.8,19,19,0,3,34,1.0,48,31,17,3,0.646
2021-07-13,16,16,8,1.4125,2.0,52.8,Tuesday,16,4,9,8,1,22,25.9,0.444,Tuesday,16,23.8,20,17,3,1,34,0.85,48,31,17,2,0.646
2021-07-14,10,10,7,1.35,1.43,41.8,Wednesday,10,3,10,10,0,22,15.4,0.3,Wednesday,10,16.5,15,9,6,1,34,0.6,48,28,20,4,0.583
2021-07-15,16,16,9,1.34375,1.78,34.8,Thursday,16,4,9,8,0,22,23.0,0.444,Thursday,16,25.0,18,16,2,4,34,0.889,48,30,18,3,0.625
2021-07-16,11,11,5,1.3909090909090909,2.2,44.8,Friday,11,3,8,7,1,22,14.9,0.375,Friday,11,18.4,15,13,2,2,34,0.867,48,28,20,2,0.583
2021-07-17,5,5,5,1.48,1.0,34.6,Saturday,5,2,8,8,2,22,6.3,0.25,Saturday,5,7.8,18,5,13,3,34,0.278,48,31,17,2,0.646
2021-07-18,3,3,3,1.4666666666666668,1.0,36.7,Sunday,3,1,7,7,0,22,5.8,0.143,Sunday,3,3.9,17,5,12,2,34,0.294,48,30,18,4,0.625
2021-07-19,18,18,11,1.411111111111111,1.64,41.3,Monday,18,5,11,10,1,22,27.1,0.455,Monday,18,26.5,20,18,2,2,34,0.9,48,32,16,2,0.667
2021-07-20,15,15,7,1.2866666666666666,2.14,55.5,Tuesday,15,4,9,8,2,22,21.1,0.444,Tuesday,15,20.2,19,15,4,4,34,0.789,48,28,20,3,0.583
2021-07-21,17,17,8,1.3764705882352941,2.12,49.3,Wednesday,17,5,10,9,1,22,25.7,0.5,Wednesday,17,29.2,18,18,0,3,34,1.0,48,33,15,2,0.688
2021-07-22,19,19,10,1.3473684210526315,1.9,44.2,Thursday,19,5,11,10,0,22,26.7,0.455,Thursday,19,29.7,20,19,1,2,34,0.95,48,29,19,3,0.604
2021-07-23,13,13,7,1.2846153846153845,1.86,44.0,Friday,13,4,8,7,0,22,18.8,0.5,Friday,13,21.1,20,15,5,2,34,0.75,48,30,18,2,0.625
2021-07-24,11,11,7,1.481818181818182,1.57,35.2,Saturday,11,3,8,7,2,22,18.7,0.375,Saturday,11,17.6,18,12,6,1,34,0.667,48,29,19,3,0.604
2021-07-25,3,3,2,1.5333333333333332,1.5,35.3,Sunday,3,1,8,8,1,22,3.1,0.125,Sunday,3,0.4,14,3,11,3,34,0.214,48,27,21,3,0.562
2021-07-26,26,26,9,1.373076923076923,2.89,62.4,Monday,26,7,11,9,0,22,38.0,0.636,Monday,26,40.2,21,21,0,3,34,1.0,48,31,17,3,0.646
2021-07-27,9,9,5,1.4222222222222223,1.8,42.2,Tuesday,9,3,7,7,2,22,13.6,0.429,Tuesday,9,15.3,19,9,10,1,34,0.474,48,32,16,2,0.667
2021-07-28,21,21,8,1.4142857142857141,2.62,42.8,Wednesday,21,6,9,8,2,22,29.9,0.667,Wednesday,21,35.3,21,21,0,2,34,1.0,48,29,19,2,0.604
2021-07-29,13,13,6,1.4538461538461538,2.17,51.0,Thursday,13,4,7,6,2,22,19.8,0.571,Thursday,13,20.7,16,16,0,3,34,1.0,48,30,18,3,0.625
2021-07-30,4,4,4,1.6,1.0,44.0,Friday,4,1,8,8,0,22,2.1,0.125,Friday,4,4.4,14,4,10,1,34,0.286,48,34,14,4,0.708
2021-07-31,3,3,3,1.3666666666666665,1.0,44.0,Saturday,3,1,7,7,0,22,4.5,0.143,Saturday,3,6.3,13,4,9,4,34,0.308,48,27,21,3,0.562
2021-08-01,3,3,3,1.7333333333333334,1.0,39.2,Sunday,3,1,7,7,0,22,5.4,0.143,Sunday,3,7.2,15,3,12,4,34,0.2,48,27,21,3,0.562
2021-08-02,14,14,5,1.4428571428571428,2.8,54.1,Monday,14,4,8,7,0,22,19.2,0.5,Monday,14,22.8,19,15,4,3,34,0.789,48,29,19,3,0.604
2021-08-03,24,24,9,1.4000000000000001,2.67,52.4,Tuesday,24,6,10,8,1,22,36.1,0.6,Tuesday,24,37.7,21,21,0,1,34,1.0,48,31,17,3,0.646
2021-08-04,14,14,8,1.5357142857142858,1.75,44.2,Wednesday,14,4,9,8,1,22,19.4,0.444,Wednesday,14,20.5,20,13,7,3,34,0.65,48,28,20,3,0.583
2021-08-05,15,15,7,1.5666666666666667,2.14,47.3,Thursday,15,4,9,8,2,22,22.4,0.444,Thursday,15,23.9,19,16,3,4,34,0.842,48,27,21,2,0.562
2021-08-06,8,8,5,1.3,1.6,33.8,Friday,8,2,8,8,0,22,10.2,0.25,Friday,8,13.9,18,8,10,1,34,0.444,48,29,19,2,0.604
2021-08-07,5,5,3,1.42,1.67,39.6,Saturday,5,2,8,8,2,22,6.0,0.25,Saturday,5,6.7,15,4,11,4,34,0.267,48,33,15,3,0.688
2021-08-08,4,4,3,2.0,1.33,42.9,Sunday,4,1,9,9,2,22,4.6,0.111,Sunday,4,7.1,19,6,13,4,34,0.316,48,29,19,3,0.604
2021-08-09,18,18,9,1.4055555555555557,2.0,38.9,Monday,18,5,10,9,0,22,24.4,0.5,Monday,18,27.6,19,19,0,1,34,1.0,48,30,18,2,0.625
2021-08-10,14,14,9,1.5357142857142858,1.56,36.7,Tuesday,14,4,10,9,1,22,19.0,0.4,Tuesday,14,21.9,18,14,4,1,34,0.778,48,33,15,3,0.688
2021-08-11,16,16,8,1.35,2.0,41.7,Wednesday,16,4,9,8,1,22,24.6,0.444,Wednesday,16,29.1,18,18,0,3,34,1.0,48,32,16,2,0.667
2021-08-12,13,13,7,1.5769230769230769,1.86,48.7,Thursday,13,4,8,7,0,22,20.0,0.5,Thursday,13,18.4,18,11,7,4,34,0.611,48,29,19,2,0.604
2021-08-13,15,15,7,1.4933333333333332,2.14,45.2,Friday,15,4,9,8,0,22,19.8,0.444,Friday,15,24.6,17,17,0,4,34,1.0,48,31,17,2,0.646
2021-08-14,4,4,3,1.25,1.33,37.3,Saturday,4,1,6,6,2,22,7.4,0.167,Saturday,4,6.6,16,3,13,3,34,0.188,48,30,18,3,0.625
2021-08-15,11,11,5,1.4181818181818182,2.2,45.4,Sunday,11,3,9,8,2,22,18.2,0.333,Sunday,11,17.5,15,12,3,3,34,0.8,48,31,17,2,0.646
2021-08-16,16,16,8,1.36875,2.0,46.0,Monday,16,4,9,8,1,22,23.8,0.444,Monday,16,26.3,20,16,4,3,34,0.8,48,32,16,2,0.667
2021-08-17,11,11,6,1.518181818181818,1.83,43.9,Tuesday,11,3,7,6,0,22,15.7,0.429,Tuesday,11,18.3,16,10,6,3,34,0.625,48,29,19,2,0.604
2021-08-18,16,16,8,1.40625,2.0,43.4,Wednesday,16,4,11,10,0,22,21.6,0.364,Wednesday,16,25.7,19,19,0,4,34,1.0,48,34,14,3,0.708
2021-08-19,15,15,8,1.26,1.88,51.7,Thursday,15,4,9,8,2,22,24.7,0.444,Thursday,15,23.2,20,19,1,1,34,0.95,48,30,18,2,0.625
2021-08-20,12,12,7,1.4083333333333332,1.71,39.2,Friday,12,3,7,6,1,22,16.3,0.429,Friday,12,20.3,21,12,9,1,34,0.571,48,29,19,3,0.604
2021-08-21,8,8,6,1.3875,1.33,39.0,Saturday,8,2,9,9,1,22,11.1,0.222,Saturday,8,11.4,15,9,6,1,34,0.6,48,28,20,2,0.583
2021-08-22,3,3,3,1.1666666666666667,1.0,33.3,Sunday,3,1,7,7,0,22,1.3,0.143,Sunday,3,4.7,15,3,12,4,34,0.2,48,29,19,2,0.604
2021-08-23,15,15,6,1.38,2.5,52.1,Monday,15,4,10,9,2,22,23.5,0.4,Monday,15,24.7,18,18,0,3,34,1.0,48,27,21,3,0.562
2021-08-24,14,14,6,1.3071428571428572,2.33,51.9,Tuesday,14,4,8,7,1,22,19.4,0.5,Tuesday,14,20.6,18,12,6,1,34,0.667,48,29,19,3,0.604
2021-08-25,12,12,7,1.2750000000000001,1.71,43.5,Wednesday,12,3,8,7,1,22,14.5,0.375,Wednesday,12,19.4,17,13,4,1,34,0.765,48,27,21,2,0.562
2021-08-26,16,16,9,1.3,1.78,42.3,Thursday,16,4,10,9,2,22,22.3,0.4,Thursday,16,23.4,20,16,4,2,34,0.8,48,31,17,3,0.646
2021-08-27,12,12,8,1.3,1.5,38.6,Friday,12,3,9,8,1,22,18.4,0.333,Friday,12,19.8,17,9,8,1,34,0.529,48,30,18,3,0.625
2021-08-28,6,6,3,1.7166666666666668,2.0,47.9,Saturday,6,2,8,8,2,22,9.1,0.25,Saturday,6,9.2,19,6,13,3,34,0.316,48,29,19,3,0.604
2021-08-29,4,4,3,1.5,1.33,34.8,Sunday,4,1,7,7,1,22,5.9,0.143,Sunday,4,7.9,16,7,9,2,34,0.438,48,27,21,2,0.562
2021-08-30,16,16,7,1.475,2.29,51.8,Monday,16,4,10,9,1,22,24.2,0.4,Monday,16,25.2,18,16,2,2,34,0.889,48,31,17,3,0.646
2021-08-31,20,20,9,1.24,2.22,53.2,Tuesday,20,5,10,9,2,22,29.4,0.5,Tuesday,20,30.8,20,20,0,1,34,1.0,48,31,17,2,0.646
2021-09-01,17,17,10,1.4588235294117649,1.7,58.1,Wednesday,17,5,10,9,1,22,26.3,0.5,Wednesday,17,26.1,19,19,0,3,34,1.0,48,38,10,2,0.792
2021-09-02,26,26,11,1.2923076923076924,2.36,50.9,Thursday,26,7,11,9,2,22,39.2,0.636,Thursday,26,41.8,24,24,0,4,34,1.0,48,33,15,2,0.688
2021-09-03,23,23,8,1.4260869565217391,2.88,46.8,Friday,23,6,9,7,0,22,32.2,0.667,Friday,23,35.8,20,20,0,3,34,1.0,48,30,18,3,0.625
2021-09-04,12,12,6,1.4083333333333332,2.0,51.7,Saturday,12,3,9,8,2,22,19.0,0.333,Saturday,12,19.7,16,10,6,4,34,0.625,48,34,14,2,0.708
2021-09-05,14,14,8,1.1642857142857144,1.75,41.7,Sunday,14,4,9,8,1,22,19.8,0.444,Sunday,14,25.3,18,14,4,4,34,0.778,48,34,14,4,0.708
2021-09-06,30,30,9,1.4200000000000002,3.33,59.0,Monday,30,8,11,9,0,22,44.0,0.727,Monday,30,45.9,25,25,0,4,34,1.0,48,31,17,3,0.646
2021-09-07,29,28,9,1.3689655172413795,3.22,54.9,Tuesday,29,8,12,10,0,22,41.7,0.667,Tuesday,29,46.1,25,25,0,3,34,1.0,48,34,14,4,0.708
2021-09-08,32,32,10,1.425,3.2,61.5,Wednesday,32,8,10,8,2,22,49.1,0.8,Wednesday,32,51.8,26,26,0,1,34,1.0,48,37,11,2,0.771
2021-09-09,21,21,11,1.6238095238095238,1.91,44.0,Thursday,21,6,11,10,1,22,28.5,0.545,Thursday,21,31.9,22,22,0,2,34,1.0,48,35,13,3,0.729
2021-09-10,26,26,11,1.3346153846153848,2.36,47.6,Friday,26,7,11,9,2,22,38.5,0.636,Friday,26,42.6,23,23,0,2,34,1.0,48,30,18,3,0.625
2021-09-11,8,8,6,1.375,1.33,34.6,Saturday,8,2,8,8,0,22,12.1,0.25,Saturday,8,9.3,18,8,10,3,34,0.444,48,33,15,4,0.688
2021-09-12,18,18,7,1.2555555555555555,2.57,48.9,Sunday,18,5,9,8,0,22,26.4,0.556,Sunday,18,29.5,19,19,0,4,34,1.0,48,32,16,3,0.667
2021-09-13,38,38,11,1.3473684210526315,3.45,60.5,Monday,38,10,11,8,2,22,53.3,0.909,Monday,38,57.6,24,24,0,3,34,1.0,48,35,13,2,0.729
2021-09-14,22,22,8,1.4954545454545454,2.75,55.9,Tuesday,22,6,10,8,1,22,30.1,0.6,Tuesday,22,34.9,22,22,0,2,34,1.0,48,35,13,2,0.729
2021-09-15,24,24,10,1.2750000000000001,2.4,50.2,Wednesday,24,6,11,9,2,22,35.2,0.545,Wednesday,24,37.3,21,21,0,4,34,1.0,48,32,16,2,0.667
2021-09-16,25,25,10,1.44,2.5,44.5,Thursday,25,7,11,9,2,22,34.6,0.636,Thursday,25,38.7,22,22,0,3,34,1.0,48,29,19,2,0.604
2021-09-17,24,24,9,1.3958333333333333,2.67,45.5,Friday,24,6,10,8,1,22,37.9,0.6,Friday,24,37.8,22,22,0,4,34,1.0,48,31,17,2,0.646
2021-09-18,19,19,8,1.3421052631578947,2.38,51.4,Saturday,19,5,8,7,2,22,28.2,0.625,Saturday,19,30.3,21,20,1,3,34,0.952,48,32,16,2,0.667
2021-09-19,15,15,7,1.4266666666666665,2.14,56.9,Sunday,15,4,8,7,2,22,23.2,0.5,Sunday,15,24.2,20,18,2,3,34,0.9,48,36,12,2,0.75
2021-09-20,21,21,10,1.5476190476190477,2.1,45.2,Monday,21,6,12,11,0,22,28.9,0.5,Monday,21,34.3,22,22,0,2,34,1.0,48,33,15,2,0.688
2021-09-21,29,29,9,1.4310344827586208,3.22,60.3,Tuesday,29,8,10,8,0,22,43.3,0.8,Tuesday,29,44.3,24,24,0,2,34,1.0,48,37,11,2,0.771
2021-09-22,18,18,7,1.5388888888888888,2.57,51.4,Wednesday,18,5,11,10,0,22,28.9,0.455,Wednesday,18,32.5,19,18,1,2,34,0.947,48,33,15,4,0.688
2021-09-23,31,30,10,1.441935483870968,3.1,58.8,Thursday,31,8,11,9,2,22,45.4,0.727,Thursday,31,47.8,24,24,0,2,34,1.0,48,34,14,2,0.708
2021-09-24,20,20,8,1.41,2.5,50.9,Friday,20,5,10,9,0,22,30.3,0.5,Friday,20,34.1,20,20,0,3,34,1.0,48,30,18,3,0.625
2021-09-25,14,14,9,1.3071428571428572,1.56,41.8,Saturday,14,4,10,9,0,22,20.5,0.4,Saturday,14,26.3,18,15,3,2,34,0.833,48,32,16,4,0.667
2021-09-26,11,11,7,1.4454545454545455,1.57,40.0,Sunday,11,3,8,7,1,22,15.1,0.375,Sunday,11,20.3,21,11,10,1,34,0.524,48,33,15,2,0.688
2021-09-27,21,21,7,1.3761904761904762,3.0,54.6,Monday,21,6,11,10,0,22,30.7,0.545,Monday,21,33.3,21,21,0,1,34,1.0,48,39,9,3,0.812
2021-09-28,19,19,9,1.368421052631579,2.11,47.7,Tuesday,19,5,10,9,0,22,29.0,0.5,Tuesday,19,31.8,21,21,0,4,34,1.0,48,37,11,2,0.771
2021-09-29,26,26,9,1.3384615384615384,2.89,49.9,Wednesday,26,7,11,9,2,22,37.1,0.636,Wednesday,26,42.6,22,22,0,2,34,1.0,48,30,18,3,0.625
2021-09-30,17,17,7,1.2941176470588236,2.43,51.8,Thursday,17,5,9,8,2,22,26.6,0.556,Thursday,17,25.5,21,20,1,3,34,0.952,48,36,12,2,0.75
2021-10-01,26,25,11,1.4961538461538462,2.36,48.1,Friday,26,7,11,9,1,22,37.0,0.636,Friday,26,38.2,24,24,0,4,34,1.0,48,35,13,3,0.729
2021-10-02,18,18,7,1.3666666666666667,2.57,62.5,Saturday,18,5,11,10,2,22,26.1,0.455,Saturday,18,29.7,21,20,1,1,34,0.952,48,31,17,3,0.646
2021-10-03,9,9,7,1.511111111111111,1.29,43.9,Sunday,9,3,8,8,1,22,13.5,0.375,Sunday,9,15.3,17,10,7,4,34,0.588,48,33,15,3,0.688
2021-10-04,25,25,11,1.4240000000000002,2.27,52.1,Monday,25,7,12,10,1,22,34.7,0.583,Monday,25,39.7,24,24,0,3,34,1.0,48,33,15,3,0.688
2021-10-05,38,38,12,1.4026315789473685,3.17,55.2,Tuesday,38,10,12,9,1,22,52.9,0.833,Tuesday,38,61.9,26,26,0,3,34,1.0,48,33,15,3,0.688
2021-10-06,21,21,9,1.2952380952380953,2.33,50.5,Wednesday,21,6,11,10,2,22,31.1,0.545,Wednesday,21,33.8,21,21,0,2,34,1.0,48,32,16,3,0.667
2021-10-07,22,22,9,1.3727272727272728,2.44,51.8,Thursday,22,6,11,9,0,22,33.3,0.545,Thursday,22,37.6,21,21,0,3,34,1.0,48,30,18,2,0.625
2021-10-08,22,22,8,1.468181818181818,2.75,46.2,Friday,22,6,9,7,1,22,31.2,0.667,Friday,22,30.4,22,22,0,1,34,1.0,48,37,11,2,0.771
2021-10-09,14,14,7,1.292857142857143,2.0,46.3,Saturday,14,4,9,8,0,22,20.7,0.444,Saturday,14,27.0,18,16,2,2,34,0.889,48,30,18,2,0.625
2021-10-10,12,12,7,1.5,1.71,52.5,Sunday,12,3,9,8,2,22,14.9,0.333,Sunday,12,18.2,17,13,4,4,34,0.765,48,29,19,2,0.604
2021-10-11,18,18,9,1.3444444444444443,2.0,37.9,Monday,18,5,9,8,1,22,24.0,0.556,Monday,18,27.5,20,19,1,2,34,0.95,48,35,13,3,0.729
2021-10-12,19,19,8,1.3473684210526315,2.38,55.4,Tuesday,19,5,10,9,0,22,25.8,0.5,Tuesday,19,33.4,18,18,0,3,34,1.0,48,38,10,3,0.792
2021-10-13,19,19,7,1.5736842105263158,2.71,58.7,Wednesday,19,5,10,9,1,22,27.2,0.5,Wednesday,19,28.7,21,21,0,4,34,1.0,48,32,16,2,0.667
2021-10-14,20,20,7,1.365,2.86,48.4,Thursday,20,5,10,9,1,22,28.6,0.5,Thursday,20,33.9,20,19,1,3,34,0.95,48,36,12,2,0.75
2021-10-15,20,20,10,1.41,2.0,42.3,Friday,20,5,10,9,0,22,29.7,0.5,Friday,20,34.9,20,20,0,2,34,1.0,48,33,15,4,0.688
2021-10-16,16,16,8,1.65,2.0,50.6,Saturday,16,4,9,8,2,22,21.6,0.444,Saturday,16,27.1,19,17,2,4,34,0.895,48,32,16,4,0.667
